"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-09-22 ~ 2025-09-21"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 용인시 수지구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"6306","경기도 용인시 수지구 죽전동","172-1","0172","0001","용인죽전동부센트레빌","59.9950","202410","10","48,800","101","16","개인","개인","1998","대지로 139","-","중개거래","경기 용인시 수지구","24.11.28"
"6307","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","84.9979","202410","09","127,700","-","10","개인","개인","2019","성복2로 10","20250319","중개거래","경기 용인시 수지구","-"
"6308","경기도 용인시 수지구 신봉동","1025","1025","0000","힐스테이트광교산","59.9540","202410","09","65,000","106동","14","개인","개인","2022","신봉2로 154","-","중개거래","경기 용인시 수지구","24.12.30"
"6309","경기도 용인시 수지구 신봉동","911","0911","0000","신봉마을자이2차","82.4090","202410","09","67,000","202","11","개인","개인","2005","신봉2로 72","-","중개거래","경기 용인시 기흥구, 경기 용인시 수지구","24.12.19"
"6310","경기도 용인시 수지구 신봉동","873","0873","0000","신봉마을LG자이1차","83.2780","202410","09","69,500","107","10","개인","개인","2004","신봉2로 26","-","중개거래","경기 용인시 수지구","25.01.09"
"6311","경기도 용인시 수지구 신봉동","880","0880","0000","서홍마을한화꿈에그린","84.9500","202410","09","61,520","301","5","개인","개인","2004","신봉1로48번길 32","-","중개거래","경기 용인시 수지구","25.02.07"
"6312","경기도 용인시 수지구 죽전동","1116","1116","0000","도담마을힐스테이트4차1단지","105.6250","202410","09","82,000","103","7","개인","개인","2003","푸른솔로 55","-","중개거래","경기 용인시 수지구","24.12.13"
"6313","경기도 용인시 수지구 죽전동","488","0488","0000","죽전퍼스트하임","84.9700","202410","09","62,000","202","20","개인","개인","1999","대지로 49","-","중개거래","경기 용인시 수지구","25.02.04"
"6314","경기도 용인시 수지구 죽전동","339","0339","0000","도담마을죽전파크빌","115.9850","202410","09","59,300","903","4","개인","개인","1997","정든로 22","-","중개거래","경기 용인시 수지구","25.02.14"
"6315","경기도 용인시 수지구 죽전동","1003-8","1003","0008","현암마을동성2차","60.0000","202410","09","60,000","104","7","개인","개인","1999","용구대로 2720","-","중개거래","경기 용인시 수지구","25.02.03"
"6316","경기도 용인시 수지구 죽전동","1003-8","1003","0008","현암마을동성2차","60.0000","202410","09","55,000","206","2","개인","개인","1999","용구대로 2720","-","중개거래","경기 용인시 수지구","24.11.11"
"6317","경기도 용인시 수지구 죽전동","1307","1307","0000","꽃메마을아이파크","119.2190","202410","09","76,500","103","5","개인","개인","2004","죽전로 121","-","중개거래","경기 용인시 수지구","24.12.06"
"6318","경기도 용인시 수지구 죽전동","1300","1300","0000","꽃메마을금강펜테리움","59.9994","202410","09","57,500","701","8","개인","개인","2004","죽전로27번길 14-33","-","중개거래","경기 용인시 수지구","24.12.05"
"6319","경기도 용인시 수지구 죽전동","1261","1261","0000","도담마을우미린","59.9864","202410","09","58,500","304","6","개인","개인","2004","푸른솔로 88","-","중개거래","경기 용인시 수지구","24.11.25"
"6320","경기도 용인시 수지구 동천동","864","0864","0000","써니벨리","84.8512","202410","09","76,800","102","1","개인","개인","2004","손곡로 82","-","중개거래","경기 용인시 수지구","25.01.02"
"6321","경기도 용인시 수지구 동천동","BL-","0000","0000","동천센트럴자이","77.8324","202410","09","100,000","203","11","개인","개인","2019","고기로45번길 40-18","-","중개거래","경기 용인시 수지구","25.01.31"
"6322","경기도 용인시 수지구 동천동","BL-","0000","0000","동천센트럴자이","84.8152","202410","09","99,500","204","2","개인","개인","2019","고기로45번길 40-18","-","중개거래","경기 용인시 수지구","25.02.17"
"6323","경기도 용인시 수지구 동천동","BL-","0000","0000","동천센트럴자이","84.8152","202410","09","99,500","204","2","개인","개인","2019","고기로45번길 40-18","-","중개거래","경기 용인시 수지구","25.02.17"
"6324","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","74.9725","202410","09","84,500","105동","6","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","25.01.14"
"6325","경기도 용인시 수지구 동천동","917","0917","0000","더샵동천포레스트","84.8668","202410","09","81,200","104동","7","개인","개인","2018","동천로178번길 4","-","중개거래","경기 용인시 수지구","25.01.24"
"6326","경기도 용인시 수지구 상현동","1113","1113","0000","광교더힐","74.4700","202410","09","91,500","4504","9","개인","개인","2014","광교마을로 11","-","중개거래","경기 용인시 수지구","24.12.10"
"6327","경기도 용인시 수지구 상현동","843","0843","0000","상현현대성우5차","138.8476","202410","09","84,700","102","13","개인","개인","2003","상현로 119-6","-","중개거래","경기 용인시 기흥구, 경기 용인시 수지구","25.01.03"
"6328","경기도 용인시 수지구 상현동","827","0827","0000","수지금호베스트빌TheEdu","135.5540","202410","09","72,900","154","8","개인","개인","2001","상현로 59","-","중개거래","경기 용인시 수지구","25.01.07"
"6329","경기도 용인시 수지구 상현동","860","0860","0000","서원마을3단지아이파크","84.9369","202410","09","75,500","302","12","개인","개인","2002","포은대로 219","-","중개거래","경기 용인시 수지구","24.12.18"
"6330","경기도 용인시 수지구 풍덕천동","1065","1065","0000","신정마을주공1","59.3900","202410","09","75,000","112","12","개인","개인","2000","풍덕천로 91","-","중개거래","경기 용인시 수지구","24.12.19"
"6331","경기도 용인시 수지구 풍덕천동","663-1","0663","0001","수지삼성4차","59.7600","202410","09","53,000","103","6","개인","개인","1994","수풍로 90","-","중개거래","경기 용인시 수지구","24.10.31"
"6332","경기도 용인시 수지구 성복동","726","0726","0000","LG빌리지3","164.2420","202410","08","100,000","303","16","개인","개인","2002","성복2로 126","-","중개거래","경기 용인시 수지구","25.01.13"
"6333","경기도 용인시 수지구 풍덕천동","1167","1167","0000","진산마을삼성5차","128.2078","202410","08","118,500","509","7","개인","개인","2003","진산로 90","-","중개거래","경기 용인시 수지구","25.02.14"
"6334","경기도 용인시 수지구 상현동","1099","1099","0000","심곡마을광교힐스테이트","134.3218","202410","08","115,000","208","6","개인","개인","2009","수지로 75","-","중개거래","경기 용인시 수지구","25.02.25"
"6335","경기도 용인시 수지구 죽전동","488","0488","0000","죽전퍼스트하임","59.9400","202410","08","56,800","204","17","개인","개인","1999","대지로 49","-","중개거래","경기 용인시 수지구","25.02.24"
"6336","경기도 용인시 수지구 동천동","BL-","0000","0000","동천센트럴자이","77.7259","202410","08","99,500","203","6","개인","개인","2019","고기로45번길 40-18","-","중개거래","경기 용인시 수지구","25.01.10"
"6337","경기도 용인시 수지구 신봉동","985","0985","0000","신봉마을동일하이빌3단지","167.8960","202410","08","94,000","312","10","개인","개인","2010","신봉3로 25","-","중개거래","경기 용인시 수지구","25.03.25"
"6338","경기도 용인시 수지구 죽전동","1118","1118","0000","대지마을현대홈타운3차2단지","122.6640","202410","08","98,500","501","12","개인","개인","2003","대지로15번길 60","-","중개거래","경기 용인시 수지구","25.01.21"
"6339","경기도 용인시 수지구 죽전동","1118","1118","0000","대지마을현대홈타운3차2단지","84.9420","202410","08","87,000","506","15","개인","개인","2003","대지로15번길 60","-","중개거래","경기 용인시 수지구","25.01.21"
"6340","경기도 용인시 수지구 동천동","BL-","0000","0000","동천센트럴자이","104.4908","202410","08","130,500","206","22","개인","개인","2019","고기로45번길 40-18","-","중개거래","경기 용인시 수지구","25.01.10"
"6341","경기도 용인시 수지구 신봉동","976","0976","0000","신봉동일하이빌4단지","176.3810","202410","08","90,000","401","5","개인","개인","2010","신봉3로12번길 9","-","직거래","-","24.12.17"
"6342","경기도 용인시 수지구 신봉동","1025","1025","0000","힐스테이트광교산","59.9540","202410","08","63,500","106동","7","개인","개인","2022","신봉2로 154","-","중개거래","경기 용인시 수지구","25.01.09"
"6343","경기도 용인시 수지구 신봉동","905","0905","0000","우남퍼스트빌","59.9524","202410","08","68,000","504","8","개인","개인","2004","신봉1로 27","-","중개거래","경기 용인시 수지구","24.12.27"
"6344","경기도 용인시 수지구 죽전동","883-1","0883","0001","죽전아이뷰","59.8650","202410","08","54,700","103","5","개인","개인","1999","현암로 3","-","중개거래","경기 용인시 수지구","24.12.20"
"6345","경기도 용인시 수지구 상현동","30","0030","0000","진산마을성원상떼빌아파트","59.9900","202410","08","55,000","113","19","개인","개인","1998","진산로 24","-","중개거래","경기 용인시 수지구","24.12.23"
"6346","경기도 용인시 수지구 죽전동","832-1","0832","0001","벽산블루밍2단지","59.9700","202410","07","69,700","208","16","개인","개인","1997","용구대로2771번길 66","-","중개거래","경기 용인시 수지구","25.02.07"
"6347","경기도 용인시 수지구 성복동","767","0767","0000","버들치마을성복자이2차","124.8580","202410","07","88,000","212","10","개인","개인","2010","성복2로 251","-","중개거래","경기 용인시 수지구","24.12.10"
"6348","경기도 용인시 수지구 죽전동","1329","1329","0000","성현마을우미이노스빌2차","59.9534","202410","07","52,500","202","11","개인","개인","2004","죽전로 143","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","24.12.09"
"6349","경기도 용인시 수지구 상현동","30","0030","0000","진산마을성원상떼빌아파트","84.9600","202410","07","57,000","106","1","개인","개인","1998","진산로 24","-","중개거래","경기 용인시 수지구","25.02.19"
"6350","경기도 용인시 수지구 신봉동","1034","1034","0000","수지스카이뷰푸르지오","84.0800","202410","06","82,500","101동","48","개인","개인","2022","신봉3로7번길 31","-","중개거래","경기 용인시 수지구","24.10.30"
"6351","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","74.9725","202410","06","85,500","106동","30","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구, 서울 강북구","25.03.26"
"6352","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","100.9018","202410","06","98,000","104동","6","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","24.12.20"
"6353","경기도 용인시 수지구 상현동","858","0858","0000","만현마을5단지아이파크","99.9125","202410","06","79,100","504","8","개인","개인","2002","만현로 79","-","중개거래","경기 용인시 수지구, 인천 부평구","24.12.13"
"6354","경기도 용인시 수지구 상현동","99","0099","0000","벽산블루밍","84.9600","202410","06","75,300","105","18","개인","개인","1998","수지로 68","-","중개거래","경기 용인시 수지구","25.03.05"
"6355","경기도 용인시 수지구 죽전동","941","0941","0000","벽산블루밍3단지","59.9600","202410","06","65,000","305","9","개인","개인","1997","용구대로2801번길 17","-","중개거래","경기 용인시 기흥구","25.02.14"
"6356","경기도 용인시 수지구 상현동","1","0001","0000","성복역리버파크","59.7600","202410","05","51,000","101","1","개인","개인","1998","포은대로 298","-","중개거래","경기 용인시 수지구","24.12.23"
"6357","경기도 용인시 수지구 풍덕천동","1021","1021","0000","신정마을성지","99.3300","202410","05","94,000","503","18","개인","개인","2000","정평로 61","-","중개거래","경기 용인시 수지구","25.01.10"
"6358","경기도 용인시 수지구 상현동","30","0030","0000","진산마을성원상떼빌아파트","59.9900","202410","05","55,000","114","17","개인","개인","1998","진산로 24","-","중개거래","경기 용인시 수지구","24.12.30"
"6359","경기도 용인시 수지구 신봉동","912","0912","0000","신봉마을자이3차","84.9850","202410","05","71,000","303","2","개인","개인","2007","신봉1로71번길 25","-","중개거래","경기 용인시 수지구","25.01.09"
"6360","경기도 용인시 수지구 죽전동","952","0952","0000","벽산블루밍4단지","59.9600","202410","05","69,000","401","14","개인","개인","1999","용구대로2801번길 41","-","중개거래","경기 용인시 수지구","25.02.07"
"6361","경기도 용인시 수지구 죽전동","1116","1116","0000","도담마을힐스테이트4차1단지","105.6250","202410","05","78,000","102","14","개인","개인","2003","푸른솔로 55","-","중개거래","경기 용인시 수지구","24.12.13"
"6362","경기도 용인시 수지구 상현동","30","0030","0000","진산마을성원상떼빌아파트","84.9600","202410","05","68,800","107","5","개인","개인","1998","진산로 24","-","중개거래","경기 용인시 수지구","24.12.30"
"6363","경기도 용인시 수지구 죽전동","1261","1261","0000","도담마을우미린","59.9864","202410","05","54,900","303","19","개인","개인","2004","푸른솔로 88","-","중개거래","경기 용인시 수지구","24.12.13"
"6364","경기도 용인시 수지구 신봉동","912","0912","0000","신봉마을자이3차","84.9850","202410","05","75,000","302","8","개인","개인","2007","신봉1로71번길 25","-","중개거래","경기 용인시 수지구, 충남 천안시 서북구","25.02.26"
"6365","경기도 용인시 수지구 죽전동","1182","1182","0000","내대지마을건영캐스빌","110.3495","202410","05","83,000","706","1","개인","개인","2004","죽전로 267","-","중개거래","경기 용인시 수지구","25.02.06"
"6366","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","84.9126","202410","05","124,500","103동","9","개인","개인","2019","성복2로 10","-","중개거래","경기 수원시 영통구, 경기 용인시 수지구","25.01.06"
"6367","경기도 용인시 수지구 풍덕천동","1112","1112","0000","현대성우8차","59.9900","202410","05","75,000","804","14","개인","개인","1999","풍덕천로 52","-","중개거래","경기 용인시 수지구","24.12.16"
"6368","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","84.9126","202410","05","125,000","103동","17","개인","개인","2019","성복2로 10","-","중개거래","경기 용인시 수지구","25.01.03"
"6369","경기도 용인시 수지구 풍덕천동","1183","1183","0000","정자뜰마을태영데시앙1차","84.6580","202410","05","85,500","103","1","개인","개인","2004","수지로 166","-","중개거래","경기 용인시 수지구","24.11.27"
"6370","경기도 용인시 수지구 풍덕천동","693","0693","0000","삼성1","99.9000","202410","05","79,500","104","14","개인","개인","1994","수풍로 13","-","중개거래","경기 용인시 수지구","24.12.20"
"6371","경기도 용인시 수지구 풍덕천동","692-1","0692","0001","수지삼성2차","74.1285","202410","05","70,000","205","3","개인","개인","1995","수풍로 38","-","중개거래","경기 용인시 수지구","24.12.20"
"6372","경기도 용인시 수지구 풍덕천동","1112","1112","0000","현대성우8차","59.9900","202410","05","71,200","801","11","개인","개인","1999","풍덕천로 52","-","중개거래","경기 용인시 수지구","25.03.04"
"6373","경기도 용인시 수지구 상현동","853","0853","0000","광교상현마을현대","79.3360","202410","05","70,800","4706","17","개인","개인","2001","상현로 2","-","중개거래","경기 용인시 수지구","25.01.31"
"6374","경기도 용인시 수지구 동천동","868","0868","0000","동천역센트럴아이파크","113.4880","202410","05","97,700","201","14","개인","개인","2004","손곡로 54","-","중개거래","경기 용인시 수지구","25.01.20"
"6375","경기도 용인시 수지구 동천동","864","0864","0000","써니벨리","84.8512","202410","05","84,000","105","5","개인","개인","2004","손곡로 82","-","중개거래","경기 용인시 수지구","24.12.10"
"6376","경기도 용인시 수지구 동천동","862","0862","0000","동천마을현대홈타운2차","84.9750","202410","05","80,700","206","5","개인","개인","2002","동천로63번길 10","-","중개거래","경기 용인시 수지구","24.11.29"
"6377","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","84.9126","202410","05","129,200","112동","21","개인","개인","2019","성복2로 10","-","중개거래","경기 용인시 기흥구, 경기 용인시 수지구","24.11.25"
"6378","경기도 용인시 수지구 풍덕천동","1195","1195","0000","수지푸르지오월드마크","84.2600","202410","04","68,000","102","23","개인","개인","2013","포은대로 467","-","중개거래","경기 용인시 수지구","24.12.20"
"6379","경기도 용인시 수지구 풍덕천동","690","0690","0000","동문","101.7900","202410","04","70,000","105","13","개인","개인","1994","수풍로 47","-","중개거래","경기 용인시 수지구","24.12.10"
"6380","경기도 용인시 수지구 죽전동","1182","1182","0000","내대지마을건영캐스빌","84.5773","202410","04","72,500","806","14","개인","개인","2004","죽전로 267","-","중개거래","경기 용인시 수지구","24.12.26"
"6381","경기도 용인시 수지구 풍덕천동","1195","1195","0000","수지푸르지오월드마크","84.2600","202410","04","68,000","-","23","개인","개인","2013","포은대로 467","20241217","중개거래","경기 용인시 수지구","-"
"6382","경기도 용인시 수지구 풍덕천동","690","0690","0000","동문","101.7900","202410","04","70,000","-","13","개인","개인","1994","수풍로 47","20241108","중개거래","경기 용인시 수지구","-"
"6383","경기도 용인시 수지구 풍덕천동","1195","1195","0000","수지푸르지오월드마크","84.2600","202410","04","68,000","-","23","개인","개인","2013","포은대로 467","20241118","중개거래","경기 용인시 수지구","-"
"6384","경기도 용인시 수지구 신봉동","1025","1025","0000","힐스테이트광교산","84.9663","202410","04","89,200","109동","11","개인","개인","2022","신봉2로 154","-","중개거래","경기 용인시 수지구","25.01.17"
"6385","경기도 용인시 수지구 신봉동","949","0949","0000","동부센트레빌5단지","124.8330","202410","04","84,000","501","1","개인","개인","2010","신봉1로 214","-","중개거래","경기 용인시 수지구","25.01.22"
"6386","경기도 용인시 수지구 죽전동","1118","1118","0000","대지마을현대홈타운3차2단지","122.6640","202410","04","100,000","501","13","개인","개인","2003","대지로15번길 60","-","중개거래","경기 용인시 수지구","25.01.15"
"6387","경기도 용인시 수지구 상현동","1204","1204","0000","광교레이크포레","84.9730","202410","04","63,500","103동","2","개인","개인","2017","광교호수로 431","-","중개거래","경기 용인시 수지구","24.12.30"
"6388","경기도 용인시 수지구 죽전동","1483","1483","0000","죽전휴먼빌","84.9914","202410","04","71,800","104","16","개인","개인","2010","대지로 77","-","중개거래","경기 용인시 수지구","24.11.22"
"6389","경기도 용인시 수지구 성복동","771","0771","0000","버들치마을성복힐스테이트1차","157.1150","202410","03","94,000","106","4","개인","개인","2011","성복1로 91","-","중개거래","경기 용인시 수지구","25.01.23"
"6390","경기도 용인시 수지구 성복동","741","0741","0000","푸른마을푸르지오","142.3470","202410","03","111,800","101","8","개인","개인","2004","성복2로76번길 31","-","중개거래","경기 용인시 수지구","24.11.29"
"6391","경기도 용인시 수지구 죽전동","941","0941","0000","벽산블루밍3단지","59.9600","202410","03","65,500","302","4","개인","개인","1997","용구대로2801번길 17","-","중개거래","경기 용인시 수지구","25.01.15"
"6392","경기도 용인시 수지구 죽전동","1492","1492","0000","용인 죽전 효성해링턴 플레이스","59.5530","202410","03","52,000","102동","4","개인","개인","2018","용구대로 2750","-","중개거래","경기 용인시 수지구","24.11.25"
"6393","경기도 용인시 수지구 죽전동","1182","1182","0000","내대지마을건영캐스빌","134.5325","202410","03","84,500","705","17","개인","개인","2004","죽전로 267","-","중개거래","경기 용인시 수지구","24.12.12"
"6394","경기도 용인시 수지구 죽전동","952","0952","0000","벽산블루밍4단지","84.8000","202410","03","75,500","-","8","개인","개인","1999","용구대로2801번길 41","20241118","중개거래","경기 용인시 수지구","-"
"6395","경기도 용인시 수지구 성복동","723","0723","0000","벽산첼시빌2차","133.1480","202410","03","67,000","507","5","개인","개인","2002","성복1로 107","-","중개거래","경기 용인시 수지구","25.02.06"
"6396","경기도 용인시 수지구 상현동","1134","1134","0000","광교자이더클래스","84.9880","202410","03","123,500","4202","22","개인","개인","2012","광교마을로 62","-","중개거래","경기 용인시 수지구","25.03.31"
"6397","경기도 용인시 수지구 상현동","1201","1201","0000","용인수지휴엔하임","59.9870","202410","03","61,000","101동","8","개인","개인","2016","상현로 152","-","중개거래","경기 용인시 수지구","24.11.08"
"6398","경기도 용인시 수지구 상현동","1201","1201","0000","용인수지휴엔하임","59.9160","202410","03","61,500","102동","13","개인","개인","2016","상현로 152","-","중개거래","경기 용인시 수지구","24.11.20"
"6399","경기도 용인시 수지구 상현동","1206","1206","0000","포레나 광교상현","84.9133","202410","03","87,800","108동","4","개인","개인","2018","수지로 17","-","중개거래","경기 용인시 수지구","24.12.23"
"6400","경기도 용인시 수지구 상현동","869","0869","0000","만현마을9단지엘지자이","84.7831","202410","03","63,300","910","14","개인","개인","2003","만현로133번길 33","-","중개거래","경기 용인시 수지구","24.10.22"
"6401","경기도 용인시 수지구 상현동","96-1","0096","0001","풍산아파트","59.5800","202410","03","52,000","103","4","개인","개인","1997","수지로78번길 20","-","중개거래","경기 용인시 수지구","24.12.20"
"6402","경기도 용인시 수지구 상현동","851","0851","0000","상현마을현대성우1차","135.0699","202410","03","78,500","293","1","개인","개인","2001","상현로 100","-","중개거래","경기 용인시 수지구","24.12.31"
"6403","경기도 용인시 수지구 상현동","85-6","0085","0006","서원마을현대홈타운","84.8518","202410","03","72,000","204","5","개인","개인","2001","포은대로 231","-","중개거래","경기 용인시 수지구","25.01.03"
"6404","경기도 용인시 수지구 풍덕천동","1167","1167","0000","진산마을삼성5차","84.2102","202410","03","92,300","523","8","개인","개인","2003","진산로66번길 10","-","중개거래","경기 용인시 수지구","25.02.14"
"6405","경기도 용인시 수지구 죽전동","952","0952","0000","벽산블루밍4단지","84.8000","202410","03","75,500","401","8","개인","개인","1999","용구대로2801번길 41","-","중개거래","경기 용인시 수지구","25.01.15"
"6406","경기도 용인시 수지구 죽전동","488","0488","0000","죽전퍼스트하임","59.9400","202410","03","51,200","205","5","개인","개인","1999","대지로 49","-","중개거래","경기 용인시 기흥구","24.10.23"
"6407","경기도 용인시 수지구 풍덕천동","1167","1167","0000","진산마을삼성5차","83.8821","202410","03","97,000","519","14","개인","개인","2003","진산로 90","-","중개거래","경기 용인시 수지구","24.11.14"
"6408","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","84.9554","202410","03","98,000","103동","27","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","24.12.09"
"6409","경기도 용인시 수지구 풍덕천동","1198","1198","0000","래미안수지이스트파크","84.9800","202410","03","80,000","105동","11","개인","개인","2015","신수로683번길 19","-","중개거래","경기 용인시 수지구","24.10.10"
"6410","경기도 용인시 수지구 성복동","723","0723","0000","벽산첼시빌2차","191.7540","202410","03","84,000","510","16","개인","개인","2002","성복1로 107","-","중개거래","경기 용인시 수지구","25.01.16"
"6411","경기도 용인시 수지구 풍덕천동","1209","1209","0000","e편한세상수지","84.9320","202410","02","120,000","103동","14","개인","개인","2017","포은대로313번길 7-10","-","중개거래","경기 용인시 수지구","24.12.17"
"6412","경기도 용인시 수지구 죽전동","1182","1182","0000","내대지마을건영캐스빌","84.5773","202410","02","73,500","805","16","개인","개인","2004","죽전로 267","-","중개거래","경기 용인시 수지구","25.02.10"
"6413","경기도 용인시 수지구 죽전동","1165","1165","0000","새터마을죽전힐스테이트","84.9959","202410","02","69,000","713","4","개인","개인","2004","현암로125번길 11","-","중개거래","경기 용인시 수지구","24.12.27"
"6414","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","84.9126","202410","02","127,000","113동","16","개인","개인","2019","성복2로 10","-","중개거래","경기 용인시 기흥구, 경기 용인시 수지구","24.12.19"
"6415","경기도 용인시 수지구 풍덕천동","1195","1195","0000","수지푸르지오월드마크","84.6100","202410","02","70,500","102","13","개인","개인","2013","포은대로 467","-","중개거래","경기 용인시 수지구","24.10.31"
"6416","경기도 용인시 수지구 신봉동","960","0960","0000","광교산자이","101.9050","202410","02","80,000","106","11","개인","개인","2015","신봉2로 93","-","중개거래","경기 용인시 수지구","24.12.23"
"6417","경기도 용인시 수지구 풍덕천동","1183","1183","0000","정자뜰마을태영데시앙1차","84.6580","202410","02","93,500","110","11","개인","개인","2004","수지로 166","-","중개거래","경기 용인시 수지구, 서울 강남구","24.12.17"
"6418","경기도 용인시 수지구 성복동","759","0759","0000","버들치마을성복힐스테이트2차","167.5760","202410","02","117,500","207","20","개인","개인","2010","성복1로164번길 13","-","중개거래","경기 용인시 수지구","24.11.04"
"6419","경기도 용인시 수지구 풍덕천동","1183","1183","0000","정자뜰마을태영데시앙1차","84.6580","202410","02","94,500","110","24","개인","개인","2004","수지로 166","-","중개거래","경기 용인시 수지구, 경기 화성시","25.02.06"
"6420","경기도 용인시 수지구 죽전동","1165","1165","0000","새터마을죽전힐스테이트","84.9959","202410","02","63,000","711","8","개인","개인","2004","현암로125번길 11","-","중개거래","경기 용인시 수지구","24.12.03"
"6421","경기도 용인시 수지구 죽전동","1165","1165","0000","새터마을죽전힐스테이트","84.9959","202410","02","68,500","704","11","개인","개인","2004","현암로125번길 11","-","중개거래","경기 용인시 수지구","24.11.26"
"6422","경기도 용인시 수지구 풍덕천동","700-1","0700","0001","현대","84.5100","202410","02","80,800","105","3","개인","개인","1994","수지로342번길 18","-","중개거래","경기 용인시 수지구","25.03.05"
"6423","경기도 용인시 수지구 풍덕천동","1104","1104","0000","용인수지신정마을9단지","49.2600","202410","02","55,500","908","1","개인","개인","2000","풍덕천로 76","-","중개거래","경기 용인시 수지구","24.12.17"
"6424","경기도 용인시 수지구 상현동","1099","1099","0000","심곡마을광교힐스테이트","101.0939","202410","02","92,700","212","1","개인","개인","2009","수지로 75","-","중개거래","경기 용인시 수지구","24.12.12"
"6425","경기도 용인시 수지구 상현동","1099","1099","0000","심곡마을광교힐스테이트","134.3218","202410","02","105,000","202","9","개인","개인","2009","수지로 75","-","중개거래","경기 용인시 수지구","25.01.07"
"6426","경기도 용인시 수지구 상현동","96-1","0096","0001","풍산아파트","84.8700","202410","02","56,000","101","8","개인","개인","1997","수지로78번길 20","-","중개거래","경기 용인시 수지구","25.01.03"
"6427","경기도 용인시 수지구 성복동","771","0771","0000","버들치마을성복힐스테이트1차","157.1150","202410","02","96,000","106","18","개인","개인","2011","성복1로 91","-","중개거래","경기 용인시 수지구","24.11.25"
"6428","경기도 용인시 수지구 신봉동","873","0873","0000","신봉마을LG자이1차","101.7320","202410","02","71,900","103","15","개인","개인","2004","신봉2로 26","-","중개거래","경기 용인시 수지구","24.11.29"
"6429","경기도 용인시 수지구 성복동","767","0767","0000","버들치마을성복자이2차","124.8580","202410","01","86,000","212","6","개인","개인","2010","성복2로 251","-","중개거래","경기 용인시 수지구","24.12.02"
"6430","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","99.9845","202410","01","152,000","112동","2","개인","개인","2019","성복2로 10","-","중개거래","경기 용인시 수지구","24.12.05"
"6431","경기도 용인시 수지구 성복동","731","0731","0000","엘지빌리지6","134.7250","202410","01","93,000","605","1","개인","개인","2003","성복2로 158","-","중개거래","경기 용인시 수지구, 경기 하남시","25.02.28"
"6432","경기도 용인시 수지구 성복동","731","0731","0000","엘지빌리지6","134.7250","202410","01","93,000","605","1","개인","개인","2003","성복2로 158","-","중개거래","경기 용인시 수지구, 경기 하남시","25.02.28"
"6433","경기도 용인시 수지구 신봉동","873","0873","0000","신봉마을LG자이1차","101.7320","202410","01","67,800","120","9","개인","개인","2004","신봉2로 26","-","중개거래","경기 용인시 수지구","24.12.10"
"6434","경기도 용인시 수지구 죽전동","1306","1306","0000","꽃메마을한라프로방스","123.1900","202410","01","80,000","303","15","개인","개인","2004","죽전로 111","-","중개거래","경기 용인시 수지구","25.01.31"
"6435","경기도 용인시 수지구 동천동","862","0862","0000","동천마을현대홈타운2차","84.9750","202410","01","83,000","207","22","개인","개인","2002","동천로63번길 10","-","중개거래","경기 용인시 수지구","24.12.05"
"6436","경기도 용인시 수지구 동천동","176-1","0176","0001","수지2풍림","84.7800","202410","01","60,500","201","1","개인","개인","1998","동천로 18","-","중개거래","경기 용인시 수지구","24.11.29"
"6437","경기도 용인시 수지구 동천동","864","0864","0000","써니벨리","84.8512","202410","01","81,000","102","10","개인","개인","2004","손곡로 82","-","중개거래","경기 용인시 수지구","25.01.15"
